Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Matthias Schwarz,2285472.1156181768,21,96,184,781,3,13,FWDF
Christian Schröder,6993261.225474998,33,128,155,468,21,18,FWMF
Wolfgang Becker,3350405.6465113536,35,40,118,2020,23,6,MFDF
Matthias Müller,9039847.016031854,39,87,264,709,9,10,FWDF
Manfred Meyer,5165424.132952467,24,189,180,2874,10,0,FW
Karl Neumann,4018205.036385916,23,16,155,1388,14,17,FWDF
Dirk Dietrich,3069055.722281337,37,136,101,245,18,18,FWDF
Christian Müller,2876239.0996096656,40,206,74,129,16,3,DF
Rolf Richter,4434803.617652506,20,96,250,1905,7,9,FWMF
Manfred Hofmann,1733880.4536964744,16,16,170,1038,11,10,DF
Wolfgang Jung,6136632.481543347,26,99,8,1545,18,16,MF
Frank Vogel,2699916.63871333,26,6,118,2765,5,10,FWMF
Klaus Schneider,6781039.362470619,26,9,14,2799,10,7,FWMF
Lukas Schulz,5741827.437561005,20,39,101,444,17,2,DF
Heinrich Braun,4765373.496571556,36,81,184,2644,13,18,FW
Sebastian Jung,9492619.21881698,30,66,170,279,0,3,DF
Martin Wolf,4410946.916183457,40,136,8,1453,13,11,MFDF
Patrick Kuhn,2138696.937961504,29,16,750,873,7,13,FWMF
Uwe Hofmann,3945224.614953622,23,41,12,1757,8,6,DF
Andreas Koch,7461699.526524171,40,25,65,2108,14,12,FW
Andreas Weber,9130782.878026366,26,134,155,2687,4,5,MF
Friedrich Koch,4002851.462410763,28,157,5,801,24,17,FW
Oliver Schulz,6469270.457397215,28,16,12,991,25,1,FWMF
Andreas Schwarz,2884265.9447342157,29,204,118,377,14,2,MF
Patrick Zimmermann,6075935.140112415,16,184,14,180,15,2,FW
Werner Meyer,4567207.158985548,25,99,5,1256,10,1,MF
Sebastian Zimmermann,3442627.5064004585,28,48,118,2100,3,15,DF
Friedrich Wolf,4918069.106014445,28,166,184,1933,3,9,FW
Klaus Neumann,1194312.8655198961,36,195,65,895,10,1,DF
Jürgen Meyer,7398764.721956104,20,16,250,2687,24,13,MF
Frank Voigt,3703794.590663165,15,84,184,1639,14,18,FWDF
Lukas Hoffmann,3739404.3227890506,37,25,14,2463,7,9,MF
Uwe Becker,7822910.885582678,29,12,93,2247,11,15,FWMF
Hans Becker,4184650.693414733,40,172,14,1534,24,17,DF
Klaus Wagner,2272441.322915256,31,16,101,229,24,18,MF
Thomas Schwarz,122824.22387506813,39,83,155,156,6,14,DF
Uwe Seidel,7423927.29523126,27,171,12,1793,3,20,FWDF
Stefan Schmidt,4256314.439396374,35,16,5,1570,15,15,FW
Manfred Jung,7080494.237993844,34,107,93,2627,13,16,DF
Uwe Schwarz,3975332.2632052004,26,16,10,1863,10,11,MF
Christian Schwarz,7667285.791970789,19,16,93,2939,11,10,MF
Christian Schneider,9486803.863826208,35,54,14,1698,5,4,DF
Rolf Schwarz,6109135.034843348,32,16,155,1694,11,0,FW
Oliver Jung,1395232.4267476797,23,16,750,1477,22,6,FW
Frank Jung,351913.5402748361,25,161,155,752,18,10,DF
Oliver Dietrich,1973557.996377349,15,31,170,474,15,12,FWDF
Lukas Dietrich,4716212.326893583,19,111,65,659,20,5,FWDF
Hans Lang,603047.4363593385,35,112,93,1671,6,17,FW
Uwe Zimmermann,1740884.8457736894,21,156,12,1915,18,19,FW
Patrick Braun,2408472.8396497667,18,200,184,1753,8,6,DF
Wolfgang Neumann,9745820.460398681,30,186,12,1433,29,4,FWDF
Wolfgang Richter,4408861.27341073,35,192,155,2339,2,11,DF
Otto Krause,302281.594928354,31,49,5,2578,5,9,FW
Sebastian Dietrich,6559956.81444183,31,168,118,307,8,17,FWDF
Sebastian Richter,5203194.700018503,21,206,5,1128,4,14,FWMF
Matthias Lang,1813949.0156201646,39,108,184,1916,18,0,FWDF
Friedrich Vogel,8629313.877876848,21,86,180,365,25,10,FWDF
Otto Neumann,1116526.4196461067,24,41,101,1859,23,14,FWDF
Jürgen Braun,2560714.9795396253,18,154,264,525,21,8,MFDF
Christian Braun,8375400.312617421,36,109,264,2823,8,15,MFDF
Stefan Becker,2906938.2237736136,28,160,750,663,27,20,FWMF
Otto Schneider,2141004.605195485,29,150,118,218,0,7,DF
Wolfgang Hofmann,7968685.185210779,28,16,5,2786,2,3,FWMF
Werner Braun,428549.77026581764,19,165,118,1610,28,19,FWDF
Andreas Krüger,6239535.227348097,40,178,65,2923,1,12,DF
Lukas Wagner,4187785.522895865,22,56,750,1911,25,8,FW
Jürgen Kuhn,3058399.7398382053,33,125,155,2924,23,13,MFDF
Frank Schmidt,6353713.997662999,31,16,65,598,14,9,FW
Otto Kuhn,5050839.139148593,37,16,170,2532,25,6,DF
Rolf Bauer,5303756.498661824,16,166,8,2939,5,4,DF
Patrick Weber,4741259.980923496,34,23,184,1240,20,0,MF
Frank Becker,9185119.569697417,21,16,101,2285,11,1,FWDF
Wolfgang Kern,3950161.458691582,29,16,10,372,2,2,DF
Rolf Kuhn,545250.8953865618,33,60,750,2083,30,7,MF
Wolfgang Meyer,7807099.3195986375,15,53,170,1492,10,1,MF
Manfred Kern,9708802.474243566,23,16,93,1250,0,0,FW
Helmut Hoffmann,7754597.6501191035,31,16,180,2302,25,11,FW
Uwe Schröder,929920.5579794943,16,16,170,170,27,5,MF
Martin Richter,3010921.4124036953,27,16,184,1877,8,15,MF
Rolf Schröder,771077.8407519683,27,175,5,2262,14,6,FWMF
Oliver Zimmermann,894563.0945265293,20,16,65,1840,11,9,FW
Klaus Hofmann,1062151.4599770308,32,207,184,540,23,19,FW
Uwe Vogel,474507.07270763814,33,135,74,1382,10,5,MFDF
Christian Vogel,4139777.701627463,16,71,118,776,12,17,MF
Sebastian Krüger,857561.2204847857,31,52,14,2505,10,8,FWDF
Oliver Voigt,3824122.5501988083,16,131,93,654,25,10,MFDF
Heinrich Bauer,2186727.8255987912,40,154,264,1595,13,14,MFDF
