Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Marco Moretti,9324715.680605732,21,210,3,307,19,16,MF
Angelo Mancini,7339326.282870024,28,5,325,786,8,4,FWDF
Giuseppe Rinaldi,7614466.621656902,34,40,52,2728,19,10,FWDF
Angelo Martini,4744159.527448937,17,112,90,161,20,14,FWMF
Emanuele Costa,2648781.6360313445,33,38,90,2402,4,10,FWMF
Riccardo Colombo,4213175.518997014,38,197,50,2048,21,18,MFDF
Leonardo Russo,7496510.554221459,29,176,50,1492,29,3,MF
Mario Conti,7215020.348574035,34,10,90,1004,15,6,DF
Roberto Conti,9594670.896977186,29,10,231,2679,27,20,FWMF
Paolo Bianchi,503737.34838794917,29,82,23,1370,26,11,FWMF
Fabio Longo,5887908.872333355,27,89,22,2469,15,14,MFDF
Mario Costa,2068274.4424557313,27,86,325,2773,25,20,FWDF
Riccardo Bruno,7287547.572446056,35,175,29,1435,11,5,DF
Riccardo Caruso,3158035.852620378,36,128,23,713,17,13,MF
Salvatore Mancini,3176595.711801201,21,118,149,2636,23,18,MFDF
Massimo Fontana,4783380.180108361,24,150,58,1682,28,3,DF
Alessandro Ricci,3605887.8977317363,24,54,325,437,6,0,DF
Mario Esposito,3599680.880084634,38,4,149,2412,18,7,FW
Enrico Costa,448346.3159762323,34,131,169,486,7,19,FWDF
Alberto De Luca,2855532.5975175947,29,10,50,479,18,4,FW
Angelo Russo,377137.93427683413,40,92,136,2903,2,18,FWMF
Alberto Greco,2015727.0274823532,28,26,50,577,2,17,DF
Stefano Conti,4658223.5377514735,23,68,6,2622,27,1,FW
Stefano Amato,372814.3304819241,34,40,24,1763,16,20,FWMF
Salvatore Gallo,1863956.4492739737,25,199,397,911,6,13,FWDF
Luca Marino,7837638.1086418405,16,37,169,1497,16,5,DF
Antonio Martini,8733565.597119741,34,10,136,1962,19,6,DF
Antonio Barbieri,7575168.51099208,24,120,58,1916,6,2,FWMF
Giorgio Santoro,2941904.669976793,38,58,3,2262,18,19,FWDF
Leonardo Santoro,6445709.409750998,21,137,58,2527,2,16,DF
Francesco Costa,4483809.01615601,20,199,231,333,20,1,FWDF
Matteo Fontana,6398258.214746602,20,7,231,735,7,9,FWDF
Claudio Rossi,253918.28373540193,23,174,50,2446,29,5,FW
Leonardo Conti,9184654.339915141,31,119,397,2478,25,10,FWDF
Giovanni Ricci,1757797.4176965654,16,22,397,2847,5,16,DF
Vincenzo Longo,8158978.720079176,16,132,231,1902,23,6,FWDF
Matteo Ricci,9908406.254369766,21,143,50,1701,18,2,MF
Fabio Martini,9343900.32098163,24,33,238,893,9,13,FW
Carlo Ferri,3261640.2244893834,30,10,231,1988,14,3,FWMF
Leonardo Barbieri,3658294.4204565138,15,10,136,851,1,16,FW
Enrico Russo,3694789.3576230854,35,113,29,372,3,6,MF
Matteo Romano,3419539.905944839,16,121,169,557,10,5,MFDF
Stefano Mariani,229056.97240494192,20,72,188,1755,22,15,MF
Carlo Martini,834607.687103562,25,198,149,857,1,0,MFDF
Emanuele Rinaldi,2469117.8985405713,23,130,22,615,23,0,DF
Riccardo Moretti,1435248.459991999,19,174,238,1346,15,6,FWMF
Giorgio Colombo,6996647.595241666,35,97,3,390,1,5,FW
Paolo Villa,6591316.846432164,32,92,6,535,16,16,DF
Massimo Gallo,5137621.166929603,25,79,29,2277,17,13,MF
Carlo Mancini,8319948.814832605,26,172,29,666,0,7,MFDF
Giovanni Marino,8379084.166395478,17,71,397,2403,9,7,MFDF
Paolo Ferri,2637812.0482433587,25,120,681,2877,4,15,FWMF
Stefano Villa,5237195.057910867,29,178,231,1732,7,16,FW
Mario Mariani,1069168.3729412034,19,185,6,566,30,18,FWMF
Massimo Ferrari,8412652.871781029,26,192,681,279,8,19,FW
Paolo Pellegrini,260685.5972437188,24,82,149,1427,9,13,FWMF
Roberto Ferrari,7266069.28629335,36,88,23,665,4,3,FW
Claudio Colombo,3135694.5127015933,25,31,90,227,26,8,FWMF
Leonardo Moretti,4216382.110770792,26,89,58,1240,3,0,MF
Andrea Bruno,2835037.2009910643,34,141,681,2098,27,10,MFDF
Luca Rinaldi,8617208.895506337,19,85,136,2879,28,9,FW
Giorgio Sartori,9389370.170910843,23,81,24,2561,23,5,MFDF
Alessandro Gallo,4650645.907106809,23,148,52,1574,2,1,FWMF
Alessandro Barbieri,5893012.251704931,20,23,31,818,8,20,MFDF
Mario Russo,6411274.239164777,19,42,149,1237,18,10,MF
Luca Bruno,5548886.481928639,40,10,238,1990,11,4,MFDF
Fabio Pellegrini,7690406.017727219,15,10,29,606,21,8,DF
Antonio Fontana,1027632.6562277973,20,92,50,567,20,14,FWDF
Claudio Romano,8589688.426232897,27,10,397,1307,5,6,FWDF
Enrico Barbieri,187119.49011776596,22,168,50,2769,7,15,FWMF
Mario Martini,8517789.766099304,17,10,23,658,17,15,FW
Francesco Martini,3956378.544680774,24,10,31,839,1,13,FWDF
Stefano Ferri,1151345.367403701,33,190,31,732,30,6,FWDF
Marco De Luca,3373315.9883646294,16,38,23,1717,26,4,FWDF
Michele Colombo,6303721.63655702,39,20,238,2438,18,2,MF
Michele Fontana,2792668.686248362,28,176,238,449,1,5,FWMF
Carlo Russo,1819327.2390635684,35,173,24,2298,26,3,MF
Carlo Ricci,8150198.199157603,31,130,238,2529,13,14,DF
Francesco Ricci,8327351.464238018,25,159,169,984,12,8,FWMF
Angelo Costa,5028811.086481437,25,57,238,1219,27,0,FW
Vincenzo Fontana,1062959.100981243,17,121,325,2178,26,19,FW
Giovanni Longo,2777729.318058118,37,10,22,1242,1,3,FWDF
Fabio Colombo,7081077.1784046665,40,96,325,351,19,18,FWMF
Salvatore Bruno,8828449.689853005,33,150,22,714,23,0,FWDF
Stefano Rossi,9300585.755496286,17,116,52,2007,23,20,DF
Massimo Moretti,6031873.419741169,21,10,397,443,17,4,DF
Luca Ferrari,6081792.916753329,22,206,58,865,23,3,MFDF
Giorgio Gallo,8818517.328007147,20,31,325,1620,5,12,FWDF
Alessandro Longo,7437161.305709742,32,10,397,331,21,11,MFDF
Riccardo Fontana,5169596.6908708215,30,198,3,1593,12,8,FWDF
Enrico Caruso,6831291.626486927,30,129,188,2516,24,11,MF
Giuseppe Mancini,6767467.548511922,35,28,231,869,30,0,FW
