Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Javier Delgado,589464.9409223348,27,90,2,2885,16,0,DF
Jaime Moreno,4064886.076981202,24,175,124,1367,5,6,DF
Antonio Martínez,4411433.656443842,32,8,18,1148,6,18,FWDF
Ángel Rodríguez,6629474.348551594,19,131,464,2248,28,0,FW
Francisco Blanco,6732747.543882579,15,126,124,997,16,0,MFDF
Luis Reyes,4095714.621292427,33,99,115,348,2,1,FWMF
Ismael Gutiérrez,2614414.4682446495,29,8,192,1274,6,13,FW
Jaime Díaz,7228312.129853293,22,128,57,2198,3,0,FWDF
Iván Vidal,4910091.175790876,26,132,57,2511,0,4,MFDF
Pedro Hernández,461219.71246320754,15,8,27,2118,10,15,FWDF
Vicente Vidal,8492540.503200144,24,26,27,2119,24,13,MF
Javier Pérez,3009758.2468995824,26,21,9,506,26,6,MFDF
José Díaz,6540396.637353115,19,128,27,119,29,13,FWMF
Ángel Rubio,7183784.661069512,20,165,16,201,5,17,FW
Ismael Hernández,697339.6982066333,23,107,200,289,2,10,FWDF
Sergio Iglesias,3762480.7415762916,25,8,130,2867,22,7,MF
Alberto García,3997761.9592798874,33,130,42,1285,19,16,FWMF
Javier Reyes,5118946.190271527,33,16,130,1316,5,10,DF
Adrián Vidal,6966550.898156129,15,72,464,1130,10,14,MFDF
Juan Rubio,321135.121001862,27,170,27,1823,12,12,MF
Miguel Blanco,5371968.896267936,24,52,192,2202,10,12,FWDF
Sergio Domínguez,4392850.1984337345,29,189,57,343,5,12,MF
Jorge Torres,1950454.3852293864,17,148,111,2826,25,10,MFDF
David Vidal,5234493.381506763,37,107,130,1418,29,0,MF
Jaime Iglesias,5556120.205391198,20,59,121,372,11,18,FW
José Domínguez,4215256.095328368,38,32,33,833,19,20,DF
Rubén Cano,3859589.9540465325,18,8,121,531,16,6,MFDF
Mario López,7976367.924921215,28,160,9,1150,15,8,FWDF
Vicente Vázquez,7743180.389911868,16,100,27,844,6,5,FW
Mario Rubio,819276.5986314043,27,108,27,363,14,10,MFDF
Mario Ortiz,7246698.589040898,35,8,16,761,27,12,FWMF
Adrián Iglesias,7094404.4455187395,33,8,130,1423,14,15,FWMF
Jaime Prieto,4885311.167244799,23,85,42,2513,0,15,FWDF
Rafael Prieto,9638683.471945114,26,15,312,1739,25,16,MF
Fernando Moreno,4610559.275606647,15,8,464,1588,21,15,FWMF
Manuel Moreno,4559934.192500077,22,202,192,2550,11,4,DF
Ángel Vidal,6488456.543022767,31,125,126,2135,14,16,MFDF
David Romero,576303.3634983003,28,183,312,1817,9,15,FW
Vicente Díaz,4106900.415662676,15,156,363,2858,6,18,DF
Jorge Fernández,4796971.655916423,32,109,192,771,13,14,DF
Iván Cano,9704116.914933547,19,163,9,462,1,11,MF
Luis Rubio,9363575.237523764,22,59,464,1228,29,4,FWDF
Fernando Castro,5095859.703142196,38,118,16,2901,6,17,FW
Sergio Ramos,7973802.357842214,21,8,42,1050,15,14,FW
Rafael Moreno,8198693.161760457,37,56,27,2383,13,5,MFDF
Enrique Ramírez,1825873.588421382,24,134,2,1048,0,1,FWDF
David Prieto,7272442.728932947,16,135,200,1582,14,3,MF
Enrique Romero,1910600.1646257937,33,124,42,2131,15,20,MFDF
Alejandro Fernández,5017023.42745848,24,125,124,2505,5,6,MF
Sergio López,7724010.6515120715,34,60,363,360,19,2,FW
Rafael Pérez,6233172.908751294,26,94,126,2410,23,3,FWMF
Jorge Domínguez,886896.1211759597,25,8,249,2272,5,20,DF
Ismael Ramírez,2366954.0556380525,39,78,111,2810,11,2,MF
Luis Ramírez,6243409.003526904,28,147,312,2343,3,18,MFDF
Ismael Reyes,4217384.821292944,27,121,312,2110,21,6,FWDF
Jorge Castro,2536021.879594773,37,85,33,2075,5,5,FWMF
Javier Rubio,7471066.300175153,37,8,9,733,10,4,MF
Jorge Martínez,6944546.105479822,33,164,121,2722,19,10,DF
José Torres,2912478.8568587974,31,88,363,2055,6,1,MF
Jorge Cano,6704859.65849366,18,8,18,1503,2,4,FW
Sergio Prieto,2987154.5353904366,34,41,121,2817,16,18,DF
Ismael Romero,1446793.9140740782,40,23,33,2321,24,7,FWDF
Fernando Martínez,4567666.61007423,22,140,18,2938,19,10,FWMF
Iván Martínez,7838785.364874639,38,8,312,2799,19,3,MF
Antonio Rubio,1583369.7943482548,18,184,33,1953,30,16,FWMF
Antonio Blanco,4997037.1967647225,23,130,27,1878,1,19,MFDF
Jorge Pérez,4119096.3081549853,19,38,126,1971,3,6,MFDF
Adrián Blanco,3223072.20462244,16,65,16,1131,29,10,FW
Fernando Delgado,1369721.7718930915,15,11,124,1225,3,11,FWDF
Ismael Pérez,9938003.436755389,31,104,312,2926,11,10,FW
Jorge Reyes,4663756.103254855,31,145,192,1021,11,15,FWMF
Miguel Castro,4173353.8476284593,31,1,57,1528,27,5,FW
Vicente Moreno,6306387.018063106,35,106,130,2227,1,17,MFDF
David Díaz,2986401.3275131583,18,131,42,2649,16,9,MF
Antonio López,9171557.533647865,30,8,130,2120,0,14,FWDF
Juan Gutiérrez,7596902.415016666,35,90,126,444,16,16,DF
Rafael Martínez,589536.723960191,19,8,124,1579,17,19,FWDF
Miguel Álvarez,7806463.232263923,36,162,18,2542,9,0,FW
Diego Pérez,7280328.114773147,38,85,33,1555,25,11,FWMF
Iván Jiménez,4442144.762119278,17,34,124,964,9,3,MF
Vicente Cano,635957.7971044928,28,26,42,234,12,15,FWMF
Sergio Reyes,4645011.441130191,22,157,27,1254,3,18,FW
Rubén Díaz,8643715.511774644,36,8,130,866,6,5,FW
Miguel Moreno,2762012.216541916,23,181,33,2625,9,7,MF
Mario Delgado,9737480.102130212,20,156,124,2819,25,2,FWMF
Adrián García,6525259.069423191,31,8,115,1274,8,8,DF
José Moreno,7834726.700466126,21,100,126,1266,3,19,FW
