Name,market_value,age,national_team_ranking,club_ranking,minutes_played,goals,assists,position
Marc Fontaine,9923582.512116991,23,104,568,2967,7,0,MFDF
Gérard Boucher,2024968.0436681956,34,52,179,1560,16,0,MF
René Michel,4682124.232896604,33,2,179,1560,24,8,MF
Marc Dubois,3166366.675007157,24,175,70,531,17,14,MF
Nicolas Garnier,8431484.864326194,22,21,83,958,23,8,FWMF
Pierre Marchand,1866173.9647388458,24,175,97,938,15,0,FWMF
Émile Simon,4757410.83251778,28,2,479,2096,12,2,FWDF
Claude Boucher,2153490.7347057015,35,195,479,1288,16,8,FWDF
Jacques Lambert,8499477.367312647,17,109,148,2037,20,12,MFDF
Damien Leclerc,3674152.2782249376,31,183,46,2562,3,2,MF
Gérard Bernard,5533668.109099381,17,40,75,328,11,12,FW
Julien Dubois,6503112.584655173,20,87,66,2751,12,8,MFDF
René Guillot,8498842.575401068,33,29,479,303,1,7,MFDF
Marc Laurent,5593574.9796452,28,2,568,2015,7,7,FWDF
Claude Rousseau,970560.1645866409,21,139,70,913,15,18,FWDF
Gérard Leclerc,8328718.670411035,33,182,97,2505,20,19,FWMF
Damien Morin,4353433.501231484,37,105,71,2551,16,19,FWDF
Damien Marchand,8053603.306552395,17,173,71,2331,28,14,FWDF
Julien Petit,5398637.952143326,34,14,148,596,7,9,MFDF
Claude Petit,3743769.8111636564,28,203,148,1085,10,4,MFDF
Michel Rousseau,1511362.3325014487,22,15,400,235,10,19,FWDF
Nicolas Lefebvre,2837121.6336265206,29,173,37,207,4,11,FW
François Lambert,6747554.82270848,36,172,11,1509,16,16,FWDF
Julien Bernard,5722587.6103155315,15,159,71,1246,17,1,MF
Olivier Simon,619459.6729939803,22,2,97,2625,11,7,MF
Luc Petit,1677613.8005312532,37,2,414,1076,5,3,FWMF
Nicolas Simon,9060473.831160925,21,105,46,1477,19,0,FW
Henri Lambert,8003988.526714966,30,100,75,2412,21,15,MFDF
Claude Lefebvre,5980774.691211991,17,2,70,2814,20,13,DF
Christophe Garnier,129706.54652453959,23,139,148,1832,6,3,FW
André Perrot,6326902.477513067,29,2,400,2336,15,0,FW
Antoine Marchand,3245738.1955580786,25,69,97,969,16,7,FWDF
Émile Perrot,1020157.0874080062,23,186,568,409,17,0,FW
Michel Chauvin,5860809.537745081,21,23,237,1665,16,17,FWMF
Claude Michel,8286179.249710403,15,209,482,829,21,20,FWMF
Luc Michel,7054731.61181435,35,209,37,2956,23,7,DF
Christophe Moreau,7360932.278842665,33,126,400,430,25,13,MFDF
Olivier Michel,2456439.2696134746,38,154,414,1535,10,3,DF
Luc Leclerc,4105061.986646615,36,20,83,583,11,13,DF
Thierry Martin,7593154.456233606,22,45,71,2695,30,1,FWDF
Marc Boucher,9490562.457987107,38,49,11,1527,23,3,MF
Émile Boucher,3183958.0786181614,17,2,400,2684,19,2,MFDF
André Bernard,3823570.8543797955,24,185,37,1098,24,0,FW
Thierry Dubois,5481633.52033589,20,99,179,2117,10,10,DF
Bruno Chauvin,7774005.658784881,32,2,66,2078,8,0,FWMF
Louis Thomas,1789232.3906067759,25,128,414,978,4,2,DF
Jean Moreau,8492165.925377049,39,208,71,1460,19,2,FWMF
Damien Fontaine,9215436.472580768,27,37,482,1861,30,6,MFDF
Claude Durand,9820078.235887922,20,107,75,1113,13,9,FWMF
Julien Leclerc,8322019.818401895,16,170,414,611,29,1,FWDF
Philippe Noel,5409650.434111245,15,92,83,1067,4,2,MF
Pierre Boucher,248167.45787393302,21,54,71,2341,25,16,DF
Henri Martin,5139680.901239626,29,104,414,2793,16,8,DF
Claude Chevalier,1113206.36770688,29,158,479,1632,16,10,FWDF
René Bernard,4771655.335277319,16,154,83,446,12,17,FWMF
Jean Blanc,4692491.787765175,23,87,179,1890,10,15,DF
Sébastien Dufour,1562954.395962879,26,70,37,2971,20,10,DF
Louis Moreau,4649296.846077777,31,56,568,788,8,5,DF
Bruno Thomas,8356382.507528178,23,2,400,1428,18,7,FW
Julien Clement,2481661.363202147,40,186,37,1664,2,4,MFDF
Olivier Chauvin,5748703.158623539,33,119,237,1747,28,1,FWMF
Gérard Lambert,5101659.049745649,39,160,37,286,1,12,FWDF
Luc Lambert,5213536.127447151,30,3,97,1189,11,7,DF
Marc Thomas,1795316.9792424887,17,188,37,1392,5,7,FWDF
André Lemoine,4127656.503417529,15,2,71,2966,28,3,FW
Pierre Rousseau,881515.0279784575,23,2,179,2662,21,9,DF
Christophe Thomas,8206751.523469575,18,49,568,2795,0,8,FWMF
Jacques Noel,5437878.951244056,35,2,568,1499,27,9,MF
André Guillot,7043674.36398752,26,2,479,2541,12,15,FW
Claude Moreau,4644452.33005099,21,146,83,1501,28,18,FWDF
André Noel,129079.00160644203,38,104,179,819,6,0,MF
Jacques Blanc,6157964.188954793,15,110,97,2223,9,20,MFDF
Sébastien Simon,6865094.653633423,17,201,568,2640,14,5,MFDF
Julien Lambert,949867.5894457847,33,147,400,2949,11,0,DF
Damien Lambert,4401638.56795989,24,111,164,2895,25,19,DF
Bruno Noel,2609689.615201205,34,8,37,523,7,13,MFDF
Nicolas Morin,3670753.3553009853,38,117,66,1442,14,6,FWMF
Luc Lefebvre,1736158.5451755673,24,13,66,2618,28,3,MF
Michel Noel,1470412.6656753942,16,41,414,1335,21,20,FW
Pascal Perrot,9446245.564613491,40,116,70,538,15,19,FW
Pierre Dubois,1046505.8441506699,21,109,179,1236,14,18,MF
